id,,,,,,,
517,,,,,,,"###http://libsvr35.lib.virginia.edu/metadata/000003017.xml######http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wms"", ""UVA Geoserver WMS"",""517""]])###/google.kml?uuid=420b4aaa-9889-402e-a4d0-b1c2d72b4fbb&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
362,,,,,,,
536,,,,,,,"###http://libsvr35.lib.virginia.edu/metadata/000003093.xml######http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wms"", ""UVA Geoserver WMS"",""536""]])###/google.kml?uuid=6babb11b-b6bb-46aa-b30e-63c544907d29&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
563,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : Albemarle 2010 Datastack"",""http://libsvr35.lib.virginia.edu/ows/Geography/Albemarle/Alb2010/wms"", ""UVA Geoserver WMS : Albemarle 2010 Datastack"",""563""]])###/google.kml?uuid=3f2f9cba-a35d-47de-b027-cd498383f8e8&layers=UVA Geoserver WMS : Albemarle 2010 Datastack######http://libsvr35.lib.virginia.edu/ows/Geography/Albemarle/Alb2010/wfs######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/resources.get?id=563&fname=alb2010_lyr_parcel_data.zip&access=private######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
564,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : Charlottesville 2010 Datastack"",""http://libsvr35.lib.virginia.edu/ows/Geography/Charlottesville/Cville2010/wms"", ""UVA Geoserver WMS : Charlottesville 2010 Datastack"",""564""]])###/google.kml?uuid=61e802a9-7077-4ad4-84ee-c93f6486daae&layers=UVA Geoserver WMS : Charlottesville 2010 Datastack######http://libsvr35.lib.virginia.edu/ows/Geography/Charlottesville/Cville2010/wfs######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
567,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : USGS VA Geology"",""http://libsvr35.lib.virginia.edu/ows/Geography/Virginia/Statewide/USGSgeology/wms"", ""UVA Geoserver WMS : USGS VA Geology"",""567""]])###/google.kml?uuid=6f6da182-9354-45dd-be23-828e89b2c2e9&layers=UVA Geoserver WMS : USGS VA Geology######http://libsvr35.lib.virginia.edu/ows/Geography/Virginia/Statewide/USGSgeology/wfs######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/resources.get?id=567&fname=vageol_lyr_styles.zip&access=private######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/metadata.show?id=566######http://pubs.usgs.gov/of/2005/1325/######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
565,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : USGS Index Maps Datastack"",""http://libsvr35.lib.virginia.edu/ows/Geography/Virginia/Statewide/USGSindexmaps/wms"", ""UVA Geoserver WMS : USGS Index Maps Datastack"",""565""]])###/google.kml?uuid=8f1a97d1-6c95-4106-b1b1-c326e0eb1624&layers=UVA Geoserver WMS : USGS Index Maps Datastack######http://libsvr35.lib.virginia.edu/ows/Geography/Virginia/Statewide/USGSindexmaps/wfs######http://www.lib.virginia.edu/scholarslab/resources/gis/vagaz/index.html######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/metadata.show?id=143######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/metadata.show?id=177######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/metadata.show?id=166######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
531,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : Newberry"",""http://libsvr35.lib.virginia.edu/ows/Newberry/wms"", ""UVA Geoserver WMS : Newberry"",""531""]])###/google.kml?uuid=d57dffaa-8262-4de6-9bc7-5f8794918192&layers=UVA Geoserver WMS : Newberry######http://libsvr35.lib.virginia.edu/ows/Newberry/wfs######http://www.lib.virginia.edu/scholarslab/resources/counties/######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
349,,,,,,,"######javascript:addWMSLayer([[""UVA Geoserver WMS : Charlottesville Datastack"",""http://libsvr35.lib.virginia.edu/ows/Geography/Charlottesville/Cville2007/wms"", ""UVA Geoserver WMS : Charlottesville Datastack"",""349""]])###/google.kml?uuid=335c3f21-8395-4c77-98b0-d475cd526a6d&layers=UVA Geoserver WMS : Charlottesville Datastack######http://libsvr35.lib.virginia.edu/ows/Geography/Charlottesville/Cville2007/wfs######http://libsvr35.lib.virginia.edu:8080/geonetwork/srv/en/resources.get?id=349&fname=cville2003parceldata.zip&access=private######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
555,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wms"", ""UVA Geoserver WMS"",""555""]])###/google.kml?uuid=fae5ba17-c59c-4760-b2ad-3f90aab7c8cd&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
556,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wms"", ""UVA Geoserver WMS"",""556""]])###/google.kml?uuid=93951e6c-6183-4192-a974-94d606143c28&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
526,,,,,,,"###http://libsvr35.lib.virginia.edu/metadata/000003023.xml######http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/McGregor/wms"", ""UVA Geoserver WMS"",""526""]])###/google.kml?uuid=2ce107cc-ed5f-4db1-9e42-3d437bd1b9dd&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
553,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wms"", ""UVA Geoserver WMS"",""553""]])###/google.kml?uuid=880a4c94-d8ec-48c9-89e4-046a3975f50a&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
542,,,,,,,
557,,,,,,,"###http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wcs#########javascript:addWMSLayer([[""UVA Geoserver WMS"",""http://libsvr35.lib.virginia.edu/ows/HistoricMaps/AlbemarleCo/wms"", ""UVA Geoserver WMS"",""557""]])###/google.kml?uuid=98434362-9ab9-4407-89a3-dd6b6fdf2609&layers=UVA Geoserver WMS######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")######javascript:addWMSServerLayers(""http://libsvr35.lib.virginia.edu/ows/wms"")"
